Weeklyearnings,female,age,agesquared,dropout,hsgrad,somecoll,collgrad,collplus
537.5,0,42,1764,0,1,0,0,0
537.6,0,24,576,0,1,0,0,0
537.92,1,44,1936,0,0,1,0,0
538,1,51,2601,0,0,1,0,0
538,1,51,2601,0,0,0,1,0
538,1,55,3025,0,1,0,0,0
538,0,54,2916,0,0,1,0,0
538,0,41,1681,0,0,0,1,0
538,1,44,1936,0,1,0,0,0
538,1,33,1089,0,1,0,0,0
538,1,40,1600,0,0,1,0,0
538,1,23,529,0,0,0,1,0
538,0,35,1225,0,0,1,0,0
538,1,24,576,0,0,0,1,0
538,0,29,841,0,1,0,0,0
538,1,53,2809,0,1,0,0,0
538,1,40,1600,0,0,1,0,0
538,1,39,1521,0,0,1,0,0
538,1,35,1225,0,0,1,0,0
538,0,25,625,0,1,0,0,0
538,1,46,2116,0,0,1,0,0
538.3,0,39,1521,1,0,0,0,0
538.46,0,29,841,0,0,0,0,1
538.46,1,26,676,0,0,0,1,0
538.46,1,49,2401,0,0,1,0,0
538.46,1,37,1369,0,0,0,1,0
538.46,1,41,1681,0,0,1,0,0
538.46,1,23,529,0,0,0,1,0
538.46,1,55,3025,0,1,0,0,0
538.46,1,28,784,0,0,1,0,0
538.46,1,24,576,0,0,0,1,0
538.46,1,35,1225,0,0,0,1,0
538.46,1,22,484,0,0,0,1,0
538.46,0,59,3481,0,0,1,0,0
538.46,0,24,576,0,0,0,1,0
538.46,1,40,1600,0,0,0,1,0
538.46,0,33,1089,0,1,0,0,0
538.46,0,29,841,0,1,0,0,0
538.46,0,56,3136,0,0,0,0,1
538.46,1,44,1936,0,1,0,0,0
538.46,1,63,3969,0,0,0,1,0
538.46,0,27,729,0,1,0,0,0
538.46,1,35,1225,0,1,0,0,0
538.46,0,44,1936,0,0,0,1,0
538.46,1,38,1444,0,0,1,0,0
538.46,0,37,1369,0,1,0,0,0
538.46,0,35,1225,0,0,1,0,0
538.46,0,52,2704,0,0,0,0,1
538.46,1,27,729,0,0,0,1,0
538.46,1,23,529,0,0,0,1,0
538.46,1,29,841,0,1,0,0,0
538.46,1,28,784,0,0,1,0,0
538.46,1,44,1936,0,1,0,0,0
538.46,0,20,400,0,1,0,0,0
538.46,0,38,1444,0,0,1,0,0
538.5,0,36,1296,0,1,0,0,0
538.55,1,41,1681,0,0,1,0,0
538.8,1,38,1444,0,0,1,0,0
538.84,1,39,1521,0,0,0,1,0
539,0,45,2025,0,0,0,1,0
539,1,50,2500,0,0,1,0,0
539.47,1,27,729,0,0,0,1,0
539.6,1,56,3136,0,1,0,0,0
540,0,41,1681,0,1,0,0,0
540,1,24,576,0,1,0,0,0
540,1,42,1764,0,0,1,0,0
540,0,25,625,0,0,1,0,0
540,0,39,1521,0,0,1,0,0
540,1,48,2304,0,1,0,0,0
540,0,41,1681,0,0,1,0,0
540,0,37,1369,0,1,0,0,0
540,0,46,2116,0,0,1,0,0
540,1,36,1296,0,1,0,0,0
540,1,35,1225,0,1,0,0,0
540,0,50,2500,0,1,0,0,0
540,0,28,784,0,1,0,0,0
540,1,39,1521,0,0,1,0,0
540,1,51,2601,0,0,1,0,0
540,1,29,841,0,0,0,1,0
540,1,33,1089,0,0,1,0,0
540,0,44,1936,0,1,0,0,0
540,0,33,1089,0,1,0,0,0
540,1,31,961,0,0,1,0,0
540,0,49,2401,0,1,0,0,0
540,1,43,1849,0,0,1,0,0
540,1,39,1521,0,0,1,0,0
540,0,41,1681,0,0,1,0,0
540,1,46,2116,0,1,0,0,0
540,0,52,2704,0,0,1,0,0
540,1,27,729,0,0,0,1,0
540,1,41,1681,0,0,1,0,0
540,1,29,841,0,0,0,1,0
540,0,38,1444,0,0,1,0,0
540,0,51,2601,0,0,1,0,0
540,0,29,841,0,1,0,0,0
540,0,48,2304,0,0,1,0,0
540,0,42,1764,0,1,0,0,0
540,1,24,576,0,0,1,0,0
542,0,45,2025,0,1,0,0,0
542,1,45,2025,0,1,0,0,0
542,1,61,3721,0,0,0,1,0
542,1,58,3364,0,0,0,1,0
542.26,0,46,2116,0,1,0,0,0
542.4,1,36,1296,0,0,1,0,0
542.5,0,22,484,0,0,1,0,0
543,1,37,1369,0,0,0,0,1
543.5,1,50,2500,0,0,0,0,1
544,1,52,2704,0,1,0,0,0
544.4,1,25,625,0,1,0,0,0
545,0,30,900,1,0,0,0,0
546.25,0,24,576,0,1,0,0,0
546.5,0,31,961,0,0,1,0,0
546.63,1,37,1369,0,0,1,0,0
546.8,0,48,2304,0,1,0,0,0
546.92,1,40,1600,0,0,1,0,0
547.6,0,38,1444,0,1,0,0,0
547.61,0,37,1369,0,0,0,1,0
548,0,31,961,0,1,0,0,0
548,0,41,1681,0,1,0,0,0
548,0,21,441,0,1,0,0,0
548.07,1,37,1369,0,0,0,1,0
548.07,1,27,729,0,0,0,1,0
548.07,1,29,841,0,0,0,1,0
548.07,1,47,2209,0,1,0,0,0
548.5,0,45,2025,0,1,0,0,0
548.8,0,46,2116,0,1,0,0,0
548.8,0,43,1849,0,1,0,0,0
548.8,0,42,1764,0,1,0,0,0
548.8,1,61,3721,0,1,0,0,0
549.2,1,31,961,0,0,1,0,0
549.6,0,48,2304,0,1,0,0,0
549.88,1,45,2025,0,0,1,0,0
550,0,21,441,1,0,0,0,0
550,0,23,529,0,1,0,0,0
550,0,45,2025,1,0,0,0,0
550,1,52,2704,0,1,0,0,0
550,0,29,841,0,1,0,0,0
550,0,30,900,0,1,0,0,0
550,1,39,1521,0,0,1,0,0
550,1,51,2601,0,0,0,1,0
550,0,41,1681,0,0,1,0,0
550,0,40,1600,0,0,1,0,0
550,0,36,1296,0,1,0,0,0
550,1,53,2809,0,0,0,1,0
550,0,35,1225,0,1,0,0,0
550,1,44,1936,0,0,1,0,0
550,1,31,961,0,0,0,0,1
550,1,54,2916,0,1,0,0,0
550,0,58,3364,0,1,0,0,0
550,0,39,1521,0,0,0,1,0
550,1,49,2401,0,0,1,0,0
550,0,33,1089,0,0,0,1,0
550,0,47,2209,1,0,0,0,0
550,0,48,2304,0,1,0,0,0
550,1,50,2500,0,0,1,0,0
550,1,36,1296,1,0,0,0,0
550,0,47,2209,1,0,0,0,0
550,1,41,1681,0,0,0,1,0
550,0,45,2025,0,0,0,1,0
550,0,39,1521,0,1,0,0,0
550,0,36,1296,0,1,0,0,0
550,1,52,2704,0,0,1,0,0
550,1,39,1521,0,0,0,1,0
550,0,40,1600,0,1,0,0,0
550,1,49,2401,0,1,0,0,0
550,1,54,2916,0,1,0,0,0
550,1,37,1369,0,0,1,0,0
550,0,20,400,0,1,0,0,0
550,0,45,2025,0,1,0,0,0
550,0,54,2916,1,0,0,0,0
550,0,54,2916,0,1,0,0,0
550,1,31,961,0,0,0,1,0
550,1,36,1296,0,0,1,0,0
550,0,45,2025,0,1,0,0,0
550,1,35,1225,0,1,0,0,0
550,0,30,900,0,0,1,0,0
550,1,27,729,0,0,1,0,0
550,0,37,1369,1,0,0,0,0
550,0,39,1521,0,1,0,0,0
550,1,26,676,0,1,0,0,0
550,0,35,1225,0,1,0,0,0
550,0,32,1024,1,0,0,0,0
550,1,25,625,0,0,0,1,0
550,1,32,1024,0,0,0,0,1
550,0,50,2500,0,0,1,0,0
550,0,31,961,0,0,1,0,0
550,1,45,2025,0,0,1,0,0
550,1,44,1936,0,0,0,0,1
550,0,60,3600,1,0,0,0,0
550,1,34,1156,0,0,1,0,0
550,1,32,1024,0,0,0,1,0
550,0,27,729,1,0,0,0,0
550,0,33,1089,0,0,0,1,0
550,0,41,1681,0,1,0,0,0
550,1,51,2601,0,0,1,0,0
550,1,26,676,0,1,0,0,0
550.4,0,48,2304,0,1,0,0,0
550.6,1,62,3844,0,1,0,0,0
550.88,1,33,1089,0,0,1,0,0
551,1,47,2209,0,0,1,0,0
552,0,45,2025,0,0,1,0,0
552,0,50,2500,0,1,0,0,0
552.5,0,32,1024,0,0,1,0,0
553,1,26,676,0,0,0,1,0
553,1,51,2601,0,1,0,0,0
553,1,33,1089,0,0,1,0,0
553,1,63,3969,1,0,0,0,0
553,1,35,1225,0,0,0,0,1
553.84,1,45,2025,0,0,0,1,0
553.84,0,42,1764,0,1,0,0,0
553.84,1,40,1600,0,1,0,0,0
553.84,0,36,1296,0,0,0,1,0
553.84,0,40,1600,0,0,0,1,0
553.84,1,42,1764,0,0,1,0,0
553.84,0,43,1849,0,1,0,0,0
553.84,1,32,1024,0,0,0,1,0
553.84,1,48,2304,0,0,1,0,0
553.84,1,32,1024,0,0,1,0,0
553.84,1,25,625,0,0,1,0,0
553.84,0,22,484,1,0,0,0,0
553.84,1,41,1681,0,0,1,0,0
553.84,1,43,1849,0,0,0,1,0
553.84,1,32,1024,0,0,0,1,0
553.95,0,42,1764,0,1,0,0,0
553.95,0,35,1225,0,1,0,0,0
554,1,23,529,0,0,0,1,0
554,1,27,729,0,0,1,0,0
554.4,1,55,3025,0,0,0,0,1
554.75,1,59,3481,0,0,1,0,0
555,0,44,1936,0,0,1,0,0
555.2,1,49,2401,0,0,1,0,0
555.55,0,25,625,0,0,0,1,0
555.96,0,37,1369,0,0,0,1,0
556,0,40,1600,0,1,0,0,0
556,1,47,2209,0,1,0,0,0
556,0,38,1444,0,0,1,0,0
556,0,42,1764,1,0,0,0,0
556,0,32,1024,0,0,0,1,0
556.2,0,26,676,0,0,1,0,0
557,0,43,1849,0,1,0,0,0
557,1,34,1156,0,0,0,1,0
557,0,23,529,0,0,1,0,0
557.5,0,38,1444,0,1,0,0,0
557.6,1,57,3249,0,1,0,0,0
557.69,0,32,1024,0,0,0,1,0
557.69,1,58,3364,0,0,1,0,0
557.69,1,27,729,0,0,0,1,0
557.69,1,42,1764,0,0,0,1,0
557.69,1,27,729,0,0,0,1,0
557.69,0,35,1225,0,0,1,0,0
557.69,1,34,1156,0,0,0,0,1
557.69,1,29,841,0,0,0,1,0
557.69,1,31,961,0,0,1,0,0
557.69,0,38,1444,0,1,0,0,0
557.69,1,23,529,0,0,1,0,0
557.69,1,43,1849,0,0,0,1,0
557.69,0,25,625,0,0,0,1,0
557.69,1,43,1849,0,0,1,0,0
558,1,60,3600,0,0,0,0,1
558,1,32,1024,0,0,1,0,0
558.13,1,52,2704,0,0,0,1,0
558.4,0,39,1521,0,1,0,0,0
558.4,1,35,1225,0,0,1,0,0
559,0,40,1600,0,1,0,0,0
559,0,31,961,0,1,0,0,0
559,1,39,1521,0,0,0,1,0
560,1,49,2401,0,1,0,0,0
560,1,47,2209,0,1,0,0,0
560,1,30,900,0,0,0,1,0
560,1,54,2916,1,0,0,0,0
560,1,19,361,0,0,1,0,0
560,1,46,2116,0,0,1,0,0
560,0,22,484,0,1,0,0,0
560,0,44,1936,0,0,1,0,0
560,0,21,441,0,1,0,0,0
560,0,31,961,0,0,1,0,0
560,1,44,1936,0,1,0,0,0
560,0,28,784,0,0,1,0,0
560,1,29,841,1,0,0,0,0
560,0,27,729,0,1,0,0,0
560,0,27,729,0,0,0,1,0
560,0,51,2601,0,1,0,0,0
560,0,35,1225,0,0,1,0,0
560,1,36,1296,0,0,1,0,0
560,0,39,1521,0,1,0,0,0
560,1,54,2916,0,1,0,0,0
560,1,20,400,0,0,1,0,0
560,1,41,1681,0,1,0,0,0
560,0,29,841,0,0,1,0,0
560,0,44,1936,0,0,0,1,0
560,0,63,3969,1,0,0,0,0
560,0,40,1600,0,1,0,0,0
560,0,42,1764,0,1,0,0,0
560,0,34,1156,0,0,1,0,0
560,0,43,1849,0,0,1,0,0
560,0,31,961,0,1,0,0,0
560,0,59,3481,0,1,0,0,0
560,1,38,1444,0,1,0,0,0
560,0,56,3136,0,0,1,0,0
560,1,51,2601,0,1,0,0,0
560,0,52,2704,0,0,0,1,0
560,0,39,1521,0,0,1,0,0
560,0,47,2209,1,0,0,0,0
560,1,53,2809,0,0,1,0,0
560,0,38,1444,0,1,0,0,0
560,0,60,3600,0,1,0,0,0
560,0,53,2809,0,1,0,0,0
560,0,25,625,0,0,0,1,0
560,0,22,484,0,0,0,1,0
560,1,45,2025,0,0,1,0,0
560,0,29,841,0,1,0,0,0
560,1,38,1444,0,1,0,0,0
560,0,30,900,0,1,0,0,0
560,0,48,2304,0,0,1,0,0
560,1,45,2025,0,0,1,0,0
560,1,18,324,0,1,0,0,0
560,1,27,729,0,0,1,0,0
560,1,52,2704,0,1,0,0,0
560,1,40,1600,0,0,0,1,0
560,1,59,3481,0,1,0,0,0
560,0,31,961,0,0,1,0,0
560,0,26,676,0,1,0,0,0
560,0,32,1024,0,1,0,0,0
560,0,31,961,0,1,0,0,0
560,0,55,3025,0,1,0,0,0
560,0,36,1296,0,1,0,0,0
560,0,41,1681,0,1,0,0,0
560,0,33,1089,0,0,1,0,0
560,0,42,1764,1,0,0,0,0
560,1,47,2209,0,0,0,1,0
560,1,52,2704,0,1,0,0,0
560,1,27,729,0,1,0,0,0
560,1,53,2809,0,0,0,1,0
560,1,37,1369,0,1,0,0,0
560,1,43,1849,0,1,0,0,0
560,1,44,1936,0,1,0,0,0
560,1,22,484,0,1,0,0,0
560,1,28,784,0,1,0,0,0
560,0,25,625,0,0,1,0,0
560,1,44,1936,0,0,1,0,0
560,1,31,961,0,0,0,1,0
560,1,24,576,0,0,1,0,0
560,1,53,2809,0,0,1,0,0
560,1,38,1444,0,0,0,1,0
560,1,36,1296,0,1,0,0,0
560,0,28,784,0,1,0,0,0
560,0,45,2025,0,1,0,0,0
560,0,37,1369,0,0,1,0,0
560,1,22,484,0,1,0,0,0
560,1,41,1681,0,0,1,0,0
560,1,54,2916,0,0,1,0,0
560,0,42,1764,0,0,1,0,0
560,1,41,1681,0,0,1,0,0
560,1,50,2500,0,1,0,0,0
560,0,48,2304,0,0,0,1,0
560.3,1,34,1156,0,1,0,0,0
560.4,1,28,784,0,0,1,0,0
560.41,1,48,2304,0,1,0,0,0
561,0,30,900,0,1,0,0,0
561,0,30,900,0,0,1,0,0
562.4,0,44,1936,1,0,0,0,0
562.4,0,53,2809,1,0,0,0,0
563,1,49,2401,0,1,0,0,0
564,0,30,900,0,1,0,0,0
564,1,41,1681,0,0,1,0,0
564.36,1,40,1600,0,1,0,0,0
564.96,1,41,1681,0,0,1,0,0
565,1,35,1225,0,1,0,0,0
565.2,1,44,1936,0,0,0,1,0
565.25,0,49,2401,0,0,1,0,0
565.38,1,44,1936,0,0,1,0,0
566,1,32,1024,0,0,1,0,0
566,1,26,676,0,0,0,1,0
566.3,1,33,1089,0,0,0,0,1
566.72,1,58,3364,0,1,0,0,0
567,1,24,576,0,0,0,1,0
567,1,25,625,0,0,1,0,0
567.3,1,23,529,0,0,0,1,0
567.3,1,37,1369,0,0,0,1,0
567.3,1,48,2304,0,0,1,0,0
567.3,1,44,1936,0,0,0,1,0
567.3,1,36,1296,0,0,1,0,0
567.35,1,33,1089,0,0,0,1,0
568,1,35,1225,0,1,0,0,0
568,1,40,1600,0,0,1,0,0
568,1,51,2601,0,1,0,0,0
568,1,43,1849,0,1,0,0,0
568,1,38,1444,0,0,1,0,0
568,1,42,1764,0,0,1,0,0
568.08,1,38,1444,0,1,0,0,0
568.4,1,24,576,0,1,0,0,0
568.4,1,22,484,0,0,1,0,0
568.5,0,44,1936,0,1,0,0,0
570,1,43,1849,0,0,1,0,0
570,1,57,3249,0,0,0,0,1
570,0,47,2209,0,1,0,0,0
570,1,53,2809,0,0,0,1,0
570,0,42,1764,0,1,0,0,0
570,0,37,1369,1,0,0,0,0
570,0,43,1849,1,0,0,0,0
570,1,30,900,0,0,1,0,0
570,1,54,2916,0,0,1,0,0
570,1,39,1521,0,0,1,0,0
570.57,1,27,729,0,0,1,0,0
571.42,1,27,729,0,0,1,0,0
572,0,35,1225,0,1,0,0,0
572,1,50,2500,1,0,0,0,0
572,1,37,1369,0,1,0,0,0
572.3,1,44,1936,1,0,0,0,0
572.5,1,39,1521,0,0,1,0,0
573.07,1,35,1225,0,0,0,1,0
573.07,0,47,2209,0,0,0,0,1
573.75,0,20,400,0,1,0,0,0
573.75,0,21,441,0,0,1,0,0
574,0,37,1369,0,1,0,0,0
574,1,44,1936,0,1,0,0,0
574,1,40,1600,0,1,0,0,0
574.34,1,54,2916,0,1,0,0,0
574.38,0,44,1936,0,1,0,0,0
575,1,29,841,0,1,0,0,0
575,0,39,1521,1,0,0,0,0
575,0,50,2500,0,0,0,1,0
575,1,37,1369,0,0,0,1,0
575,1,56,3136,0,1,0,0,0
575,0,41,1681,0,0,0,0,1
575,0,36,1296,0,0,0,1,0
575,0,54,2916,0,0,0,1,0
575,0,51,2601,0,0,0,1,0
575,0,54,2916,0,0,0,1,0
575,1,36,1296,0,0,1,0,0
575,0,40,1600,0,0,0,1,0
575,1,46,2116,0,0,1,0,0
575,0,44,1936,0,0,0,0,1
575,0,32,1024,0,0,1,0,0
575.12,1,32,1024,0,1,0,0,0
576,0,25,625,0,1,0,0,0
576,1,51,2601,0,0,0,0,1
576,0,52,2704,0,1,0,0,0
576,1,47,2209,0,0,0,0,1
576,0,46,2116,0,0,1,0,0
576,0,65,4225,0,1,0,0,0
576,1,53,2809,0,0,1,0,0
576,1,18,324,0,1,0,0,0
576,1,34,1156,0,0,0,0,1
576,1,30,900,0,0,0,1,0
576,0,57,3249,0,0,1,0,0
576,1,49,2401,0,0,0,0,1
576,0,57,3249,0,1,0,0,0
576,1,53,2809,0,0,0,0,1
576,0,37,1369,0,0,0,1,0
576,0,49,2401,0,0,0,1,0
576,1,30,900,0,1,0,0,0
576,0,64,4096,0,1,0,0,0
576,1,25,625,0,0,0,1,0
576,0,31,961,0,1,0,0,0
576,1,38,1444,0,1,0,0,0
576,0,44,1936,0,1,0,0,0
576,0,40,1600,0,0,0,0,1
576,1,29,841,0,0,0,1,0
576,1,44,1936,0,1,0,0,0
576,1,43,1849,0,0,1,0,0
576,1,28,784,0,0,0,1,0
576,1,44,1936,0,0,0,1,0
576,1,43,1849,0,0,0,1,0
576,1,45,2025,0,0,1,0,0
576,1,26,676,0,0,0,1,0
576,1,49,2401,0,0,0,0,1
576,0,53,2809,0,0,1,0,0
576,0,47,2209,0,0,0,1,0
576,0,43,1849,0,1,0,0,0
576,1,61,3721,0,0,1,0,0
576,1,52,2704,0,0,0,1,0
576,1,42,1764,0,0,0,1,0
576,1,29,841,0,0,0,1,0
576,1,46,2116,0,0,0,0,1
576,1,40,1600,0,0,1,0,0
576,1,55,3025,0,0,0,1,0
576,1,59,3481,0,0,1,0,0
576,0,52,2704,1,0,0,0,0
576,1,44,1936,0,1,0,0,0
576,1,38,1444,0,0,0,1,0
576,0,41,1681,0,0,0,1,0
576,0,52,2704,0,1,0,0,0
576,0,50,2500,0,0,0,1,0
576,0,40,1600,0,0,1,0,0
576,0,46,2116,0,1,0,0,0
576,1,52,2704,0,1,0,0,0
576,0,30,900,0,0,0,1,0
576,0,22,484,0,0,1,0,0
576,1,26,676,0,0,0,0,1
576,0,40,1600,0,1,0,0,0
576,0,30,900,0,0,1,0,0
576,0,51,2601,0,0,1,0,0
576,1,47,2209,0,0,1,0,0
576.5,0,27,729,0,0,0,1,0
576.5,1,25,625,0,0,0,1,0
576.5,1,41,1681,0,0,0,1,0
576.75,1,34,1156,0,0,1,0,0
576.92,0,26,676,0,0,0,0,1
576.92,1,50,2500,0,0,0,1,0
576.92,1,43,1849,0,0,1,0,0
576.92,1,50,2500,0,1,0,0,0
576.92,1,39,1521,0,1,0,0,0
576.92,0,58,3364,0,0,1,0,0
576.92,0,35,1225,1,0,0,0,0
576.92,0,23,529,0,1,0,0,0
576.92,1,39,1521,0,1,0,0,0
576.92,1,32,1024,0,0,0,1,0
576.92,1,58,3364,1,0,0,0,0
576.92,1,49,2401,0,1,0,0,0
576.92,1,44,1936,0,0,0,1,0
576.92,0,29,841,0,0,1,0,0
576.92,0,33,1089,0,0,0,1,0
576.92,1,48,2304,0,0,0,1,0
576.92,0,51,2601,0,0,0,0,1
576.92,1,43,1849,0,0,0,1,0
576.92,1,37,1369,0,0,0,1,0
576.92,1,29,841,0,0,0,1,0
576.92,1,41,1681,0,0,0,1,0
576.92,1,54,2916,0,0,0,1,0
576.92,1,44,1936,0,0,0,1,0
576.92,0,42,1764,0,1,0,0,0
576.92,1,34,1156,0,0,0,0,1
576.92,1,39,1521,0,0,0,1,0
576.92,0,43,1849,0,0,0,0,1
576.92,1,29,841,0,0,0,0,1
576.92,1,28,784,0,0,1,0,0
576.92,1,48,2304,0,1,0,0,0
576.92,0,48,2304,0,1,0,0,0
576.92,0,49,2401,0,0,0,1,0
576.92,1,30,900,0,0,0,1,0
576.92,0,30,900,0,0,1,0,0
576.92,1,22,484,0,1,0,0,0
576.92,1,40,1600,0,0,0,1,0
576.92,1,34,1156,0,0,1,0,0
576.92,1,52,2704,0,0,1,0,0
576.92,0,38,1444,0,1,0,0,0
576.92,1,49,2401,0,0,0,0,1
576.92,1,25,625,0,0,1,0,0
576.92,0,40,1600,0,0,1,0,0
576.92,1,30,900,0,0,0,1,0
576.92,0,34,1156,0,0,1,0,0
576.92,0,23,529,0,0,0,1,0
576.92,0,53,2809,0,1,0,0,0
576.92,1,51,2601,0,0,1,0,0
576.92,1,45,2025,0,0,0,1,0
576.92,0,30,900,0,0,0,1,0
576.92,0,38,1444,0,1,0,0,0
576.92,0,39,1521,0,1,0,0,0
576.92,1,25,625,0,0,1,0,0
576.92,1,42,1764,0,1,0,0,0
576.92,1,55,3025,0,1,0,0,0
576.92,0,45,2025,0,0,1,0,0
576.92,0,25,625,1,0,0,0,0
576.92,0,46,2116,0,0,0,1,0
576.92,1,26,676,0,0,0,0,1
576.92,1,50,2500,0,1,0,0,0
576.92,1,46,2116,0,1,0,0,0
576.92,0,42,1764,1,0,0,0,0
576.92,0,50,2500,0,0,0,1,0
576.92,0,25,625,0,0,0,1,0
576.92,0,56,3136,0,1,0,0,0
576.92,1,29,841,0,0,0,1,0
576.92,1,35,1225,0,0,1,0,0
576.92,1,38,1444,0,0,0,1,0
576.92,0,51,2601,0,0,0,1,0
576.92,1,27,729,0,0,1,0,0
576.92,1,53,2809,0,0,1,0,0
576.92,1,44,1936,0,0,0,0,1
576.92,1,46,2116,0,0,0,0,1
576.92,1,28,784,0,0,0,1,0
576.92,0,28,784,0,0,0,1,0
576.92,1,52,2704,0,1,0,0,0
576.92,1,26,676,0,0,0,0,1
576.92,0,30,900,0,0,0,1,0
576.92,0,51,2601,0,0,0,0,1
576.92,0,24,576,0,0,1,0,0
576.92,1,44,1936,0,0,1,0,0
576.92,1,39,1521,0,0,1,0,0
576.92,1,47,2209,0,0,1,0,0
576.92,1,45,2025,0,1,0,0,0
576.92,1,59,3481,0,0,1,0,0
576.92,0,34,1156,0,1,0,0,0
576.92,1,28,784,0,0,0,1,0
576.92,1,24,576,0,0,0,1,0
576.92,0,63,3969,0,0,0,0,1
576.92,0,30,900,0,0,0,1,0
576.92,1,53,2809,0,0,1,0,0
576.92,0,44,1936,0,0,1,0,0
576.92,0,36,1296,0,0,1,0,0
576.92,1,44,1936,0,0,1,0,0
576.92,1,51,2601,0,0,1,0,0
576.92,0,30,900,0,1,0,0,0
576.92,0,46,2116,0,0,0,0,1
576.92,1,41,1681,0,0,1,0,0
576.92,0,36,1296,0,0,1,0,0
576.92,1,30,900,0,0,0,0,1
576.92,0,22,484,0,0,1,0,0
576.92,1,22,484,0,0,0,1,0
576.92,0,40,1600,0,0,0,0,1
576.92,0,47,2209,0,0,1,0,0
576.92,0,33,1089,0,0,0,1,0
576.92,1,54,2916,0,1,0,0,0
576.92,1,52,2704,0,0,0,1,0
576.92,1,58,3364,0,0,1,0,0
576.92,1,49,2401,0,0,1,0,0
576.92,1,61,3721,0,1,0,0,0
576.92,1,41,1681,0,0,1,0,0
576.92,0,28,784,0,0,1,0,0
576.92,0,35,1225,0,1,0,0,0
576.92,1,32,1024,0,0,1,0,0
576.92,1,33,1089,0,0,0,1,0
576.92,1,52,2704,0,1,0,0,0
576.92,1,43,1849,0,0,0,1,0
576.92,0,49,2401,0,0,1,0,0
576.92,1,32,1024,0,0,0,1,0
576.92,1,29,841,0,1,0,0,0
576.92,1,51,2601,0,0,0,1,0
576.92,0,29,841,0,0,0,0,1
576.92,1,26,676,0,0,0,1,0
576.92,0,26,676,0,1,0,0,0
576.92,0,35,1225,0,0,0,1,0
576.92,0,25,625,0,0,0,1,0
576.92,0,44,1936,0,0,1,0,0
576.92,1,26,676,0,1,0,0,0
576.92,0,31,961,0,1,0,0,0
576.92,1,30,900,0,0,0,1,0
576.92,0,48,2304,0,0,1,0,0
576.92,1,44,1936,0,0,0,1,0
576.92,0,44,1936,0,0,0,1,0
576.92,1,48,2304,0,0,1,0,0
576.92,1,58,3364,0,1,0,0,0
576.92,0,44,1936,0,0,1,0,0
576.92,1,60,3600,0,1,0,0,0
576.92,0,63,3969,0,1,0,0,0
576.92,1,23,529,0,0,0,1,0
576.92,0,30,900,0,0,1,0,0
576.92,0,35,1225,0,0,1,0,0
576.92,0,26,676,0,0,0,1,0
576.92,1,40,1600,0,0,0,1,0
576.92,1,47,2209,0,0,0,0,1
576.92,1,46,2116,0,0,1,0,0
576.92,0,29,841,0,0,1,0,0
576.92,0,39,1521,0,0,0,1,0
576.92,1,26,676,0,0,0,1,0
576.92,0,50,2500,0,0,0,0,1
576.92,0,26,676,0,0,1,0,0
576.92,0,21,441,0,1,0,0,0
576.92,0,54,2916,0,0,1,0,0
576.92,1,24,576,0,0,1,0,0
576.92,1,44,1936,0,1,0,0,0
576.92,0,26,676,0,0,0,1,0
576.92,0,53,2809,0,0,0,0,1
576.92,0,27,729,1,0,0,0,0
576.92,0,32,1024,0,0,0,1,0
576.92,1,30,900,0,0,0,1,0
576.92,0,32,1024,0,0,1,0,0
576.92,0,43,1849,0,1,0,0,0
576.92,0,59,3481,0,1,0,0,0
576.92,1,38,1444,0,0,0,1,0
576.92,0,26,676,0,1,0,0,0
577,1,46,2116,0,1,0,0,0
577.16,0,56,3136,0,1,0,0,0
577.5,1,36,1296,0,1,0,0,0
577.5,1,21,441,0,0,1,0,0
577.5,0,38,1444,0,1,0,0,0
578,1,33,1089,0,1,0,0,0
578.4,1,38,1444,0,1,0,0,0
578.4,1,44,1936,0,0,0,1,0
578.4,0,22,484,0,0,1,0,0
578.4,0,23,529,0,0,1,0,0
578.8,0,39,1521,0,1,0,0,0
579.2,0,27,729,0,1,0,0,0
579.5,1,59,3481,0,0,0,1,0
579.95,0,42,1764,0,1,0,0,0
579.95,0,41,1681,0,1,0,0,0
580,0,37,1369,0,0,0,1,0
580,0,39,1521,0,1,0,0,0
580,0,40,1600,0,0,1,0,0
580,1,22,484,0,0,0,1,0
580,0,37,1369,1,0,0,0,0
580,0,44,1936,0,1,0,0,0
580,0,27,729,0,0,0,1,0
580,0,31,961,0,0,1,0,0
580,1,26,676,0,0,1,0,0
580,0,44,1936,0,1,0,0,0
580,0,33,1089,0,0,1,0,0
580,0,54,2916,0,0,0,1,0
580,0,33,1089,0,1,0,0,0
580,0,41,1681,1,0,0,0,0
580,0,48,2304,0,1,0,0,0
580,0,24,576,0,0,1,0,0
580,1,25,625,0,1,0,0,0
580,0,30,900,0,1,0,0,0
580,0,38,1444,0,0,1,0,0
580.4,0,55,3025,1,0,0,0,0
580.7,1,23,529,1,0,0,0,0
580.8,0,57,3249,0,0,0,1,0
580.8,0,58,3364,0,0,0,1,0
581.5,0,36,1296,0,1,0,0,0
582.48,1,55,3025,0,0,1,0,0
582.59,1,22,484,0,0,0,1,0
582.69,0,49,2401,0,0,0,0,1
582.72,1,25,625,0,0,1,0,0
583.16,0,62,3844,0,1,0,0,0
583.2,1,37,1369,0,1,0,0,0
583.6,0,36,1296,0,1,0,0,0
583.8,0,29,841,0,0,1,0,0
584,1,42,1764,0,0,0,1,0
