Weeklyearnings,female,age,agesquared,dropout,hsgrad,somecoll,collgrad,collplus
136.8,1,32,1024,0,1,0,0,0
137.5,0,18,324,0,1,0,0,0
137.5,1,18,324,1,0,0,0,0
137.5,1,27,729,0,0,1,0,0
137.5,1,35,1225,0,1,0,0,0
137.5,1,24,576,0,0,1,0,0
137.5,1,19,361,0,1,0,0,0
137.5,1,30,900,1,0,0,0,0
137.5,1,45,2025,0,1,0,0,0
137.5,1,32,1024,1,0,0,0,0
137.5,0,19,361,1,0,0,0,0
137.6,1,31,961,0,0,1,0,0
137.96,0,18,324,1,0,0,0,0
138,1,19,361,0,1,0,0,0
138.46,1,33,1089,0,0,1,0,0
138.46,0,28,784,0,0,1,0,0
138.46,1,31,961,1,0,0,0,0
138.46,1,62,3844,0,0,0,1,0
138.46,1,31,961,0,1,0,0,0
139,0,20,400,0,0,1,0,0
139.2,1,44,1936,0,1,0,0,0
140,1,54,2916,0,0,0,1,0
140,0,18,324,0,1,0,0,0
140,0,18,324,1,0,0,0,0
140,1,36,1296,0,1,0,0,0
140,0,21,441,0,0,1,0,0
140,1,60,3600,0,1,0,0,0
140,0,24,576,0,0,1,0,0
140,0,20,400,0,1,0,0,0
140,1,41,1681,0,0,0,1,0
140,1,48,2304,0,0,0,1,0
140,1,21,441,0,0,1,0,0
140,0,19,361,0,0,1,0,0
140,1,29,841,0,0,0,1,0
140,0,18,324,0,1,0,0,0
140,0,59,3481,0,0,1,0,0
140,0,18,324,0,1,0,0,0
140,1,43,1849,0,1,0,0,0
140,0,19,361,0,0,1,0,0
140,1,21,441,0,0,1,0,0
140,1,19,361,0,0,1,0,0
140,1,56,3136,0,0,1,0,0
140,1,25,625,0,0,1,0,0
140,1,19,361,0,0,1,0,0
140,0,24,576,0,1,0,0,0
140,1,30,900,0,1,0,0,0
140,0,58,3364,0,0,1,0,0
140,0,18,324,1,0,0,0,0
140,1,28,784,0,0,1,0,0
140,1,28,784,0,1,0,0,0
140,1,26,676,0,0,1,0,0
140,1,32,1024,1,0,0,0,0
140,0,49,2401,0,0,1,0,0
140,0,20,400,0,0,1,0,0
140,0,20,400,0,1,0,0,0
140,0,19,361,0,0,1,0,0
140,1,20,400,0,0,1,0,0
140,0,37,1369,0,1,0,0,0
140,0,23,529,0,0,1,0,0
140,0,53,2809,0,0,0,1,0
140,1,51,2601,0,0,0,1,0
140.4,0,18,324,1,0,0,0,0
140.4,1,41,1681,0,1,0,0,0
141,1,44,1936,0,1,0,0,0
141.25,0,22,484,0,0,1,0,0
141.25,1,19,361,0,1,0,0,0
141.6,1,42,1764,0,0,1,0,0
141.6,1,48,2304,0,0,1,0,0
142.61,1,52,2704,0,0,1,0,0
143,0,62,3844,1,0,0,0,0
143,0,64,4096,1,0,0,0,0
143,1,33,1089,0,1,0,0,0
143,1,31,961,0,1,0,0,0
143.75,1,39,1521,0,0,1,0,0
143.75,0,21,441,0,0,1,0,0
143.75,0,18,324,1,0,0,0,0
143.75,1,19,361,0,1,0,0,0
144,1,21,441,0,0,1,0,0
144,0,25,625,0,1,0,0,0
144,0,21,441,0,0,1,0,0
144,0,50,2500,1,0,0,0,0
144,1,40,1600,0,1,0,0,0
144,0,19,361,0,0,1,0,0
144,1,47,2209,0,0,1,0,0
144,1,32,1024,0,0,1,0,0
144,1,19,361,0,0,1,0,0
144,1,42,1764,0,0,0,1,0
144,1,31,961,1,0,0,0,0
144,1,18,324,0,0,1,0,0
144.2,0,60,3600,0,1,0,0,0
144.23,0,31,961,0,0,1,0,0
144.23,1,20,400,0,0,1,0,0
145,0,28,784,0,0,0,1,0
145,1,25,625,0,0,1,0,0
145,1,39,1521,1,0,0,0,0
145,0,28,784,0,1,0,0,0
145,1,24,576,0,0,0,1,0
145.6,1,58,3364,1,0,0,0,0
145.6,0,59,3481,0,1,0,0,0
145.8,1,52,2704,0,0,0,1,0
145.83,1,26,676,0,0,1,0,0
147,1,38,1444,0,0,1,0,0
147,1,53,2809,0,1,0,0,0
147,0,31,961,0,0,0,0,1
147,0,27,729,0,0,1,0,0
147,1,60,3600,1,0,0,0,0
147,1,20,400,0,0,1,0,0
147.05,1,49,2401,0,0,0,0,1
147.2,1,19,361,0,0,1,0,0
148,1,40,1600,0,1,0,0,0
148,0,21,441,0,0,1,0,0
148,0,22,484,0,0,1,0,0
148.4,1,40,1600,0,1,0,0,0
148.5,1,33,1089,0,1,0,0,0
148.5,0,35,1225,1,0,0,0,0
148.8,1,25,625,0,0,1,0,0
149.55,1,30,900,0,0,0,1,0
149.84,1,42,1764,0,0,0,1,0
150,1,37,1369,0,0,1,0,0
150,1,23,529,0,0,0,1,0
150,1,18,324,1,0,0,0,0
150,0,65,4225,1,0,0,0,0
150,1,49,2401,0,0,1,0,0
150,1,32,1024,0,1,0,0,0
150,0,19,361,0,0,1,0,0
150,1,63,3969,0,1,0,0,0
150,0,65,4225,1,0,0,0,0
150,1,47,2209,0,1,0,0,0
150,0,25,625,0,0,1,0,0
150,1,52,2704,0,0,1,0,0
150,1,36,1296,0,1,0,0,0
150,1,19,361,0,0,1,0,0
150,1,21,441,1,0,0,0,0
150,1,21,441,0,0,1,0,0
150,1,22,484,0,0,1,0,0
150,1,20,400,0,0,1,0,0
150,0,22,484,0,1,0,0,0
150,1,18,324,0,0,1,0,0
150,1,20,400,0,0,1,0,0
150,1,32,1024,0,1,0,0,0
150,1,33,1089,0,0,1,0,0
150,1,34,1156,0,0,1,0,0
150,1,52,2704,0,0,1,0,0
150,1,63,3969,1,0,0,0,0
150,1,51,2601,0,0,0,1,0
150,1,20,400,1,0,0,0,0
150,1,20,400,0,1,0,0,0
150,1,36,1296,1,0,0,0,0
150,1,22,484,0,0,0,1,0
150,1,25,625,0,0,1,0,0
150,1,36,1296,0,0,1,0,0
150,1,18,324,0,0,1,0,0
150,1,39,1521,0,0,0,0,1
150,1,20,400,0,1,0,0,0
150,0,20,400,0,0,1,0,0
150,1,46,2116,0,1,0,0,0
150,1,51,2601,0,1,0,0,0
150,0,20,400,0,0,1,0,0
150,1,38,1444,0,1,0,0,0
150,1,20,400,0,0,1,0,0
150,1,42,1764,1,0,0,0,0
150,1,18,324,0,0,1,0,0
150,1,25,625,0,0,0,1,0
150,0,18,324,1,0,0,0,0
150,1,57,3249,0,1,0,0,0
150,1,33,1089,1,0,0,0,0
150,0,36,1296,0,1,0,0,0
150,0,40,1600,0,0,1,0,0
150,1,59,3481,1,0,0,0,0
150,1,27,729,0,1,0,0,0
150,1,41,1681,0,0,1,0,0
150,0,18,324,1,0,0,0,0
150,1,19,361,0,1,0,0,0
150,1,18,324,1,0,0,0,0
150,0,22,484,0,1,0,0,0
150,1,19,361,0,0,1,0,0
150,0,21,441,0,1,0,0,0
150,1,45,2025,0,0,0,1,0
150,0,40,1600,0,0,1,0,0
150,1,33,1089,0,0,1,0,0
150,0,43,1849,0,0,1,0,0
150,1,26,676,1,0,0,0,0
150,0,46,2116,1,0,0,0,0
150,0,51,2601,0,0,1,0,0
150,1,30,900,1,0,0,0,0
150,1,27,729,0,1,0,0,0
150,0,20,400,0,0,1,0,0
150,0,65,4225,0,1,0,0,0
150,1,45,2025,0,1,0,0,0
150,1,22,484,0,0,1,0,0
150,1,44,1936,0,1,0,0,0
150,1,55,3025,0,1,0,0,0
150,0,19,361,1,0,0,0,0
151.2,1,22,484,0,0,1,0,0
152,1,40,1600,0,1,0,0,0
152.17,1,40,1600,0,0,1,0,0
153,1,25,625,0,1,0,0,0
153,1,30,900,0,1,0,0,0
153,1,30,900,0,0,1,0,0
153,1,27,729,0,0,1,0,0
153,1,44,1936,0,1,0,0,0
153,1,45,2025,0,0,0,1,0
153,1,25,625,0,1,0,0,0
153.46,1,36,1296,0,0,0,1,0
153.75,1,37,1369,0,0,1,0,0
153.84,1,33,1089,0,1,0,0,0
154,1,46,2116,0,0,1,0,0
154,1,20,400,0,0,1,0,0
154.5,0,22,484,0,0,1,0,0
154.5,1,18,324,0,1,0,0,0
154.5,0,24,576,0,0,1,0,0
154.5,1,22,484,0,0,1,0,0
154.5,0,20,400,0,1,0,0,0
154.5,1,39,1521,1,0,0,0,0
154.72,1,50,2500,1,0,0,0,0
154.8,1,23,529,0,0,0,1,0
155,0,59,3481,0,0,0,1,0
155,1,59,3481,0,0,1,0,0
155,1,32,1024,0,0,0,0,1
155,1,65,4225,0,0,1,0,0
155.25,1,59,3481,1,0,0,0,0
156,0,18,324,1,0,0,0,0
156,1,61,3721,0,1,0,0,0
156,1,21,441,0,0,1,0,0
156.25,1,31,961,1,0,0,0,0
156.25,1,34,1156,1,0,0,0,0
156.4,0,25,625,0,0,1,0,0
156.84,0,21,441,0,0,1,0,0
157.5,1,29,841,0,1,0,0,0
157.5,1,38,1444,0,0,1,0,0
157.5,1,37,1369,0,1,0,0,0
157.5,1,41,1681,0,1,0,0,0
157.5,1,28,784,1,0,0,0,0
157.5,0,19,361,1,0,0,0,0
157.5,0,31,961,1,0,0,0,0
157.5,0,29,841,1,0,0,0,0
158.75,0,24,576,0,1,0,0,0
159.5,1,42,1764,0,1,0,0,0
159.9,1,65,4225,0,1,0,0,0
160,0,23,529,0,0,0,1,0
160,0,22,484,0,1,0,0,0
160,1,32,1024,0,0,0,1,0
160,0,21,441,0,0,1,0,0
160,0,45,2025,1,0,0,0,0
160,1,63,3969,0,0,1,0,0
160,1,20,400,0,0,1,0,0
160,1,51,2601,0,1,0,0,0
160,1,25,625,0,0,1,0,0
160,1,47,2209,0,1,0,0,0
160,1,21,441,0,0,1,0,0
160,1,24,576,0,0,1,0,0
160,1,48,2304,0,1,0,0,0
160,1,23,529,0,0,1,0,0
160,1,18,324,1,0,0,0,0
160,1,39,1521,0,0,1,0,0
160,1,19,361,0,1,0,0,0
160,1,26,676,0,0,1,0,0
160,1,22,484,0,0,1,0,0
160,0,20,400,0,0,1,0,0
160,1,25,625,0,0,1,0,0
160,1,19,361,0,0,1,0,0
160,1,19,361,0,1,0,0,0
160,0,31,961,0,1,0,0,0
160,1,31,961,0,1,0,0,0
160,1,21,441,0,0,1,0,0
160,1,39,1521,0,1,0,0,0
160.5,1,30,900,0,1,0,0,0
160.61,1,51,2601,0,0,1,0,0
161,1,18,324,1,0,0,0,0
161.53,1,51,2601,0,0,1,0,0
161.53,0,27,729,0,0,1,0,0
162,1,48,2304,0,0,1,0,0
162,1,47,2209,0,0,1,0,0
162,1,27,729,0,1,0,0,0
162.5,1,19,361,0,0,1,0,0
162.5,1,35,1225,0,1,0,0,0
162.5,1,18,324,1,0,0,0,0
162.5,0,48,2304,1,0,0,0,0
162.5,1,38,1444,0,0,1,0,0
162.5,1,18,324,1,0,0,0,0
162.5,1,18,324,0,1,0,0,0
162.5,0,19,361,0,1,0,0,0
163.9,0,22,484,0,0,1,0,0
164,1,42,1764,0,0,1,0,0
164.8,0,35,1225,0,1,0,0,0
164.8,1,52,2704,1,0,0,0,0
165,1,22,484,0,0,1,0,0
165,1,19,361,0,0,1,0,0
165,1,44,1936,0,1,0,0,0
165,1,27,729,1,0,0,0,0
165,1,52,2704,0,1,0,0,0
165,0,20,400,0,0,1,0,0
165,1,38,1444,0,1,0,0,0
166.15,1,56,3136,1,0,0,0,0
167.53,1,48,2304,1,0,0,0,0
167.6,1,39,1521,0,1,0,0,0
168,1,48,2304,0,1,0,0,0
168,0,19,361,0,1,0,0,0
168,1,60,3600,0,0,1,0,0
168,1,28,784,0,1,0,0,0
168,0,21,441,0,0,1,0,0
168,0,26,676,0,0,1,0,0
168,1,36,1296,0,0,0,1,0
168,1,48,2304,0,0,1,0,0
168,1,29,841,0,0,1,0,0
168.48,1,26,676,0,1,0,0,0
168.6,1,25,625,0,1,0,0,0
168.75,1,21,441,0,0,1,0,0
169,0,19,361,0,0,1,0,0
169,1,55,3025,0,1,0,0,0
169.2,1,44,1936,0,0,0,1,0
169.6,0,25,625,0,0,0,1,0
169.61,1,29,841,0,0,1,0,0
169.95,0,23,529,0,1,0,0,0
170,1,28,784,0,0,0,1,0
170,0,65,4225,1,0,0,0,0
170,1,32,1024,0,0,0,1,0
170,1,36,1296,1,0,0,0,0
170,1,27,729,0,0,0,1,0
170,1,22,484,0,0,1,0,0
170,1,20,400,0,0,1,0,0
170,1,23,529,0,0,1,0,0
170,1,42,1764,0,0,1,0,0
170,0,56,3136,0,0,1,0,0
170,1,39,1521,0,1,0,0,0
170,1,34,1156,1,0,0,0,0
171.24,1,43,1849,0,0,1,0,0
171.25,0,20,400,0,0,1,0,0
172,1,65,4225,0,1,0,0,0
172.5,0,20,400,0,0,1,0,0
172.5,1,56,3136,1,0,0,0,0
172.5,1,20,400,0,1,0,0,0
172.5,1,23,529,0,1,0,0,0
173,1,53,2809,0,1,0,0,0
173,1,18,324,0,0,1,0,0
173,1,52,2704,0,0,0,0,1
173.07,1,47,2209,0,1,0,0,0
173.07,1,37,1369,0,0,0,0,1
173.07,1,37,1369,0,1,0,0,0
173.07,1,25,625,0,0,0,1,0
173.07,0,24,576,0,0,1,0,0
173.25,1,48,2304,1,0,0,0,0
173.61,1,45,2025,0,0,0,1,0
174,1,42,1764,1,0,0,0,0
174,0,44,1936,0,1,0,0,0
174,1,41,1681,0,1,0,0,0
174.08,0,24,576,0,1,0,0,0
175,0,18,324,0,1,0,0,0
175,1,20,400,0,1,0,0,0
175,1,51,2601,0,0,1,0,0
175,1,19,361,0,1,0,0,0
175,1,45,2025,1,0,0,0,0
175,1,18,324,0,1,0,0,0
175,1,60,3600,0,0,0,0,1
175,0,28,784,0,0,0,1,0
175,1,23,529,0,1,0,0,0
175,0,21,441,0,0,1,0,0
175,0,28,784,0,1,0,0,0
175,1,44,1936,0,0,1,0,0
175,1,54,2916,0,1,0,0,0
175,1,33,1089,0,0,0,1,0
175,0,18,324,0,0,1,0,0
175,1,19,361,0,0,1,0,0
175,1,24,576,0,1,0,0,0
175,1,18,324,0,1,0,0,0
175,0,20,400,0,0,1,0,0
175,1,22,484,1,0,0,0,0
175,0,31,961,0,0,0,1,0
175,1,59,3481,0,0,0,0,1
175,1,56,3136,0,0,0,0,1
175,0,32,1024,1,0,0,0,0
175,1,44,1936,0,1,0,0,0
175,0,31,961,0,0,1,0,0
175,1,40,1600,0,0,1,0,0
175,1,37,1369,1,0,0,0,0
175,1,45,2025,0,0,1,0,0
175,1,53,2809,0,1,0,0,0
175,1,25,625,0,0,1,0,0
175,0,25,625,0,1,0,0,0
175,1,31,961,0,0,0,0,1
175,1,22,484,0,0,1,0,0
175,0,24,576,0,0,1,0,0
175,1,48,2304,0,0,1,0,0
175,0,23,529,0,0,1,0,0
175.5,0,22,484,1,0,0,0,0
176,1,22,484,0,1,0,0,0
176.8,1,48,2304,0,1,0,0,0
177.88,1,30,900,0,0,0,0,1
178.56,1,33,1089,0,1,0,0,0
180,1,44,1936,0,1,0,0,0
180,1,20,400,0,0,1,0,0
180,1,27,729,1,0,0,0,0
180,1,27,729,0,1,0,0,0
180,1,23,529,0,1,0,0,0
180,1,57,3249,1,0,0,0,0
180,1,31,961,0,0,1,0,0
180,1,34,1156,0,0,1,0,0
180,1,58,3364,0,0,1,0,0
180,1,20,400,0,0,1,0,0
180,0,21,441,0,0,1,0,0
180,1,47,2209,0,1,0,0,0
180,1,19,361,0,0,1,0,0
180,1,55,3025,1,0,0,0,0
180,1,47,2209,0,1,0,0,0
180,0,19,361,0,1,0,0,0
180,1,57,3249,0,0,1,0,0
180,0,18,324,0,1,0,0,0
180,0,28,784,0,1,0,0,0
180,0,19,361,0,0,1,0,0
180,1,20,400,0,0,1,0,0
180,1,22,484,0,1,0,0,0
180,1,31,961,0,1,0,0,0
180,0,22,484,0,1,0,0,0
180,1,64,4096,0,1,0,0,0
180,1,30,900,0,0,1,0,0
180,1,51,2601,1,0,0,0,0
180,1,26,676,0,0,0,0,1
180,1,53,2809,1,0,0,0,0
180,1,54,2916,1,0,0,0,0
180,1,49,2401,0,0,0,1,0
180,0,18,324,1,0,0,0,0
180,0,36,1296,1,0,0,0,0
180,0,23,529,1,0,0,0,0
180,1,34,1156,0,0,1,0,0
180,0,21,441,0,1,0,0,0
180,1,21,441,0,0,1,0,0
180,0,24,576,0,0,1,0,0
180,1,25,625,0,1,0,0,0
180,1,46,2116,0,0,0,1,0
180,1,54,2916,0,0,1,0,0
180,1,44,1936,0,1,0,0,0
180,1,32,1024,0,0,1,0,0
180,1,19,361,0,1,0,0,0
180,1,34,1156,0,0,0,1,0
180.25,1,32,1024,0,0,1,0,0
180.25,1,27,729,0,0,1,0,0
180.25,1,21,441,1,0,0,0,0
180.5,1,24,576,0,0,1,0,0
181.25,1,22,484,1,0,0,0,0
181.25,0,26,676,1,0,0,0,0
182,1,31,961,0,0,1,0,0
182.4,1,37,1369,0,1,0,0,0
182.5,0,44,1936,0,1,0,0,0
182.5,1,33,1089,0,1,0,0,0
182.72,1,31,961,0,0,0,1,0
182.8,0,19,361,0,0,1,0,0
182.8,0,18,324,0,1,0,0,0
183.75,1,58,3364,0,1,0,0,0
183.75,1,29,841,1,0,0,0,0
183.75,1,51,2601,0,0,1,0,0
183.75,0,23,529,1,0,0,0,0
183.75,1,38,1444,1,0,0,0,0
184,1,29,841,0,1,0,0,0
184,0,62,3844,0,1,0,0,0
184,1,23,529,1,0,0,0,0
184,1,21,441,0,0,1,0,0
184,1,33,1089,1,0,0,0,0
184,0,32,1024,1,0,0,0,0
184.61,1,29,841,0,0,0,0,1
184.61,1,32,1024,0,0,0,1,0
184.61,0,52,2704,0,0,0,0,1
184.61,1,48,2304,0,1,0,0,0
184.61,1,55,3025,0,0,1,0,0
184.61,1,20,400,0,0,1,0,0
184.61,0,36,1296,0,0,0,1,0
184.61,1,58,3364,0,1,0,0,0
184.61,0,45,2025,0,1,0,0,0
184.61,1,22,484,0,1,0,0,0
184.61,1,52,2704,0,0,1,0,0
184.61,1,27,729,0,1,0,0,0
184.61,1,43,1849,0,0,0,1,0
184.61,1,19,361,0,1,0,0,0
184.61,1,64,4096,0,1,0,0,0
185,1,36,1296,0,1,0,0,0
185,1,45,2025,0,1,0,0,0
185,1,18,324,1,0,0,0,0
185,1,42,1764,0,0,1,0,0
185,1,46,2116,0,1,0,0,0
185,1,41,1681,0,1,0,0,0
185.4,0,52,2704,1,0,0,0,0
185.5,0,19,361,1,0,0,0,0
185.6,1,41,1681,0,1,0,0,0
186,1,48,2304,0,1,0,0,0
186,1,25,625,0,0,1,0,0
186,1,42,1764,0,0,0,1,0
186.75,1,19,361,0,1,0,0,0
187,1,45,2025,0,0,1,0,0
187.2,1,51,2601,0,0,1,0,0
187.25,0,18,324,1,0,0,0,0
187.25,0,44,1936,0,1,0,0,0
187.5,1,19,361,0,0,1,0,0
187.5,0,18,324,0,1,0,0,0
187.5,1,21,441,0,0,1,0,0
187.5,1,24,576,0,1,0,0,0
187.5,1,43,1849,0,0,1,0,0
187.5,1,59,3481,0,1,0,0,0
187.5,0,19,361,0,0,1,0,0
187.5,0,60,3600,0,0,0,1,0
187.5,1,25,625,1,0,0,0,0
188.4,1,51,2601,0,0,1,0,0
188.5,1,41,1681,0,0,1,0,0
189,0,24,576,0,0,1,0,0
189,0,50,2500,0,1,0,0,0
189,0,36,1296,0,1,0,0,0
189.75,0,27,729,1,0,0,0,0
190,1,33,1089,0,0,1,0,0
190,1,20,400,0,0,1,0,0
190,1,42,1764,0,0,1,0,0
190,1,27,729,0,1,0,0,0
190,1,45,2025,0,1,0,0,0
190,1,58,3364,1,0,0,0,0
190.08,1,57,3249,1,0,0,0,0
190.5,1,25,625,0,1,0,0,0
190.55,0,52,2704,0,0,1,0,0
190.61,1,56,3136,0,1,0,0,0
190.8,1,26,676,1,0,0,0,0
191.1,1,47,2209,0,0,1,0,0
191.1,1,54,2916,0,1,0,0,0
191.53,1,19,361,0,1,0,0,0
192,0,35,1225,0,0,0,1,0
192,1,46,2116,0,0,0,1,0
192,1,36,1296,0,0,0,1,0
192,0,48,2304,0,0,1,0,0
192,1,28,784,0,1,0,0,0
192,1,48,2304,0,1,0,0,0
192,1,25,625,1,0,0,0,0
192,1,38,1444,0,1,0,0,0
192.3,1,35,1225,0,0,1,0,0
192.3,1,58,3364,0,0,0,1,0
192.3,1,37,1369,0,0,1,0,0
192.3,0,37,1369,0,0,1,0,0
192.3,0,37,1369,0,0,0,0,1
192.3,1,32,1024,1,0,0,0,0
192.3,1,45,2025,1,0,0,0,0
192.5,1,19,361,0,1,0,0,0
192.5,0,33,1089,0,0,0,1,0
192.5,0,22,484,0,1,0,0,0
192.5,0,21,441,0,1,0,0,0
192.5,1,41,1681,0,1,0,0,0
192.5,1,21,441,1,0,0,0,0
192.5,1,38,1444,0,0,1,0,0
192.5,0,28,784,0,0,1,0,0
192.6,1,39,1521,0,0,1,0,0
193,1,61,3721,0,0,1,0,0
193.5,0,49,2401,0,0,1,0,0
193.6,1,50,2500,0,1,0,0,0
193.84,0,62,3844,0,0,1,0,0
194.4,0,31,961,0,1,0,0,0
194.6,1,31,961,0,1,0,0,0
195,0,21,441,1,0,0,0,0
195,1,34,1156,0,1,0,0,0
195,1,63,3969,0,0,0,1,0
195,1,35,1225,0,0,0,1,0
195,0,19,361,0,1,0,0,0
195,1,23,529,0,0,0,1,0
195,1,40,1600,0,1,0,0,0
195,1,31,961,0,1,0,0,0
195.3,1,36,1296,0,0,0,1,0
195.5,1,41,1681,1,0,0,0,0
195.7,1,21,441,0,1,0,0,0
195.75,0,19,361,1,0,0,0,0
196,1,36,1296,0,1,0,0,0
196,1,25,625,0,1,0,0,0
196,1,29,841,0,0,1,0,0
196,0,65,4225,1,0,0,0,0
196,1,61,3721,1,0,0,0,0
196,1,41,1681,0,1,0,0,0
196,1,40,1600,0,0,0,1,0
196,1,25,625,0,1,0,0,0
196.15,0,64,4096,0,0,0,1,0
196.15,1,35,1225,0,0,0,1,0
196.15,1,49,2401,0,0,1,0,0
196.35,0,19,361,0,1,0,0,0
196.84,1,63,3969,1,0,0,0,0
197.5,1,35,1225,0,1,0,0,0
197.75,0,31,961,0,0,1,0,0
198,0,30,900,0,0,1,0,0
198,1,48,2304,0,0,0,1,0
198,1,40,1600,0,1,0,0,0
198,1,63,3969,0,1,0,0,0
198,1,55,3025,0,1,0,0,0
198,1,41,1681,0,1,0,0,0
199,1,22,484,0,0,1,0,0
199.05,1,42,1764,0,0,1,0,0
200,1,22,484,0,0,1,0,0
200,1,41,1681,0,0,0,1,0
200,1,45,2025,1,0,0,0,0
200,1,54,2916,0,0,1,0,0
200,0,44,1936,0,1,0,0,0
200,1,62,3844,0,1,0,0,0
200,1,59,3481,0,0,0,1,0
200,1,29,841,0,1,0,0,0
200,1,32,1024,0,0,1,0,0
200,1,19,361,0,1,0,0,0
200,1,36,1296,0,0,0,0,1
200,1,33,1089,0,1,0,0,0
200,1,22,484,0,0,1,0,0
200,0,25,625,0,0,1,0,0
200,1,18,324,0,1,0,0,0
200,1,47,2209,0,1,0,0,0
200,0,62,3844,0,0,0,0,1
200,0,19,361,1,0,0,0,0
200,1,37,1369,1,0,0,0,0
200,1,50,2500,0,1,0,0,0
200,1,33,1089,0,0,1,0,0
200,1,23,529,0,0,1,0,0
200,0,38,1444,0,1,0,0,0
200,1,41,1681,1,0,0,0,0
200,0,28,784,0,0,0,1,0
200,1,29,841,0,0,0,1,0
200,1,45,2025,0,1,0,0,0
200,1,19,361,0,0,1,0,0
200,1,23,529,0,0,1,0,0
200,1,36,1296,1,0,0,0,0
200,1,51,2601,0,0,0,1,0
200,1,30,900,1,0,0,0,0
200,1,45,2025,1,0,0,0,0
200,0,53,2809,0,0,0,1,0
200,1,42,1764,0,0,1,0,0
200,1,23,529,1,0,0,0,0
200,1,20,400,0,0,1,0,0
200,0,19,361,1,0,0,0,0
200,1,35,1225,0,0,1,0,0
200,0,41,1681,0,0,1,0,0
200,1,32,1024,0,0,1,0,0
200,1,25,625,0,0,0,1,0
200,1,20,400,0,1,0,0,0
200,1,31,961,0,1,0,0,0
200,0,31,961,0,0,1,0,0
200,0,30,900,0,1,0,0,0
200,0,55,3025,1,0,0,0,0
200,1,35,1225,0,1,0,0,0
200,1,48,2304,0,1,0,0,0
200,1,48,2304,0,1,0,0,0
200,1,23,529,0,0,1,0,0
200,1,30,900,0,1,0,0,0
200,0,43,1849,0,1,0,0,0
200,0,61,3721,0,0,0,1,0
200,1,48,2304,0,0,0,0,1
200,0,48,2304,0,0,0,1,0
200,0,45,2025,0,0,0,0,1
200,0,26,676,0,1,0,0,0
200,1,50,2500,0,1,0,0,0
200,0,48,2304,0,0,0,0,1
200,1,23,529,0,0,0,1,0
200,0,21,441,0,0,1,0,0
200,1,38,1444,0,1,0,0,0
200,1,54,2916,0,0,1,0,0
200,0,18,324,0,1,0,0,0
200,1,40,1600,1,0,0,0,0
200,0,37,1369,0,1,0,0,0
200,1,39,1521,0,1,0,0,0
200,0,34,1156,0,0,1,0,0
200,1,45,2025,1,0,0,0,0
200,0,22,484,0,0,1,0,0
200,0,20,400,0,1,0,0,0
200,1,31,961,0,1,0,0,0
200,1,18,324,0,1,0,0,0
200,0,42,1764,1,0,0,0,0
200,0,21,441,0,0,1,0,0
200,1,20,400,0,0,1,0,0
200,1,36,1296,1,0,0,0,0
200,1,59,3481,0,0,0,1,0
200,1,33,1089,0,1,0,0,0
200,1,34,1156,0,0,0,1,0
200,1,20,400,0,0,1,0,0
200,1,24,576,0,0,0,1,0
200,1,23,529,0,0,1,0,0
200,0,19,361,1,0,0,0,0
200,1,20,400,0,1,0,0,0
200,1,42,1764,0,1,0,0,0
200,1,44,1936,0,0,1,0,0
200,0,36,1296,0,1,0,0,0
200,1,24,576,0,0,1,0,0
200,1,38,1444,0,1,0,0,0
200,1,47,2209,0,1,0,0,0
200,1,27,729,1,0,0,0,0
200,1,46,2116,0,1,0,0,0
200,1,20,400,0,0,1,0,0
200,0,21,441,0,0,1,0,0
200,0,19,361,0,1,0,0,0
200,0,19,361,0,1,0,0,0
200,0,26,676,1,0,0,0,0
200,1,57,3249,0,0,0,1,0
200,0,20,400,0,0,1,0,0
200,1,31,961,0,0,0,1,0
200,1,21,441,0,0,1,0,0
200,1,18,324,1,0,0,0,0
200,0,20,400,0,0,1,0,0
200,0,28,784,0,1,0,0,0
200,1,47,2209,1,0,0,0,0
200,1,56,3136,0,1,0,0,0
200,1,46,2116,0,1,0,0,0
200,1,24,576,0,0,0,1,0
200,1,18,324,0,0,1,0,0
200,1,45,2025,0,1,0,0,0
200,1,21,441,0,0,1,0,0
200,1,54,2916,1,0,0,0,0
200,0,52,2704,1,0,0,0,0
200,1,37,1369,0,1,0,0,0
200,0,21,441,0,0,1,0,0
200,0,18,324,1,0,0,0,0
200,1,22,484,0,1,0,0,0
200,1,47,2209,1,0,0,0,0
200,0,21,441,0,1,0,0,0
200,0,38,1444,0,0,1,0,0
200,0,28,784,0,1,0,0,0
200,1,19,361,0,1,0,0,0
200.96,1,52,2704,0,1,0,0,0
201,1,22,484,0,0,1,0,0
201,1,50,2500,0,0,1,0,0
201,1,38,1444,0,1,0,0,0
201.25,0,18,324,1,0,0,0,0
201.25,0,45,2025,0,1,0,0,0
201.5,1,22,484,0,1,0,0,0
201.92,1,48,2304,0,0,1,0,0
202.5,1,41,1681,0,0,1,0,0
202.5,1,31,961,0,0,1,0,0
202.65,1,31,961,0,0,1,0,0
202.8,0,25,625,0,0,1,0,0
203,1,41,1681,0,1,0,0,0
203.52,1,43,1849,1,0,0,0,0
203.75,1,22,484,0,0,0,1,0
204,1,57,3249,0,1,0,0,0
204,1,47,2209,1,0,0,0,0
204,1,57,3249,0,0,1,0,0
204.75,0,19,361,0,0,1,0,0
204.85,0,33,1089,0,0,1,0,0
205,0,28,784,0,0,1,0,0
205.2,1,31,961,0,1,0,0,0
